GeneName	Lung_1	Lung_2	Lymph_1	Lymph_2	Lymph_3
ENSG00000253858	3	0	12	6	0
KCNIP1-AS1	0	2	21	7	5
ENSG00000253348	10	5	12	7	6
GABRP	143	337	56	17	20
RANBP17	226	203	164	201	137
RN7SL623P	1	1	3	3	0
ENSG00000253966	11	12	13	3	5
USP12P1	4	9	17	16	20
ENSG00000275038	1	0	28	3	7
TLX3	0	1	9	1	12
ENSG00000213393	0	0	9	1	0
RN7SL339P	0	0	5	0	4
RPSAP71	6	3	11	1	0
SNORA70J	0	0	0	0	0
RPL10P8	0	0	0	0	2
MIR3912	0	0	0	0	0
NPM1	803	1131	1763	1488	1308
FGF18	13	13	19	14	1
ENSG00000285914	2	0	30	5	13
ENSG00000253110	0	8	12	0	0
SMIM23	13	5	22	10	8
FBXW11	454	340	217	302	238
ENSG00000288799	7	2	3	1	1
STK10	496	439	527	398	336
EFCAB9	2	6	11	1	2
UBTD2	280	173	73	89	102
ENSG00000212529	0	0	2	3	0
KLF3P1	12	20	11	19	5
SH3PXD2B	671	620	292	467	465
ENSG00000287814	0	1	10	1	1
LINC01944	1	0	15	3	13
ENSG00000280318	0	3	3	0	0
NEURL1B	195	228	105	170	181
ENSG00000253683	3	1	5	0	3
MIR5003	0	1	5	0	0
ENSG00000253445	0	1	2	0	1
ENSG00000253295	7	2	24	5	1
ENSG00000213386	1	1	8	11	1
ENSG00000253736	3	0	25	38	22
DUSP1	3648	3603	3127	5866	5083
ENSG00000289170	0	0	1	5	0
Y_RNA	0	0	0	0	0
ENSG00000270243	0	0	0	0	0
ENSG00000290019	1	0	5	0	1
ENSG00000288737	1	2	0	1	1
ENSG00000253628	0	0	6	6	6
ERGIC1	4890	5358	1429	3593	2867
RPL26L1-AS1	15	17	22	10	15
ENSG00000254295	5	5	19	1	4
RPL26L1	30	26	56	20	31
ENSG00000253785	3	1	3	0	1
ATP6V0E1	298	208	140	137	121
ENSG00000254328	11	6	10	7	11
SNORA74B	114	104	46	82	55
Y_RNA	0	0	0	0	0
CREBRF	773	677	574	614	512
CDC42P5	0	4	2	0	0
ENSG00000253172	0	0	4	3	5
BNIP1	25	46	38	24	39
RPL7AP33	0	0	5	0	0
NKX2-5	0	2	12	4	5
ENSG00000289493	0	0	7	0	2
Y_RNA	0	0	0	1	0
RNA5SP200	0	0	6	0	0
STC2	88	72	100	79	52
MIR8056	0	0	2	0	0
RNU6-500P	0	0	2	0	0
ENSG00000253968	9	3	47	5	14
ENSG00000253141	3	1	32	4	0
ENSG00000253768	0	0	10	3	1
ENSG00000254164	0	0	15	0	4
LINC02995	8	7	31	15	8
BOD1	158	218	70	171	95
LINC01863	0	3	11	1	0
LINC01942	6	6	8	1	2
LINC01484	1	2	32	23	10
ENSG00000287003	3	1	9	6	2
LINC01485	1	7	49	34	14
CPEB4	1566	1468	445	726	540
ENSG00000289085	13	24	0	0	0
C5orf47	0	13	35	6	1
RPL12P22	0	0	4	3	3
NSG2	1	2	51	10	23
ENSG00000253244	8	1	6	1	3
ENSG00000253447	0	0	9	2	3
ENSG00000254011	0	1	7	1	0
ENSG00000249722	0	4	18	10	4
LINC01411	5	11	33	11	12
GAPDHP71	0	4	10	9	5
SUMO2P6	9	3	6	14	7
ENSG00000250256	0	1	5	6	0
HIGD1AP3	0	0	0	0	1
MSX2	9	5	16	22	12
ENSG00000251670	4	0	25	4	1
MIR4634	1	0	4	0	7
ENSG00000251144	0	0	2	0	0
LINC01951	0	5	14	4	2
NIFKP2	0	0	5	0	1
ENSG00000248293	0	0	0	0	0
ENSG00000249403	0	0	4	4	3
ARL2BPP6	0	0	0	0	0
DRD1	1	2	18	2	4
ENSG00000286350	0	0	6	0	0
SFXN1	306	313	171	268	231
ENSG00000270839	1	1	7	5	2
RN7SKP148	1	0	0	1	0
HRH2	51	52	60	39	27
RNU6-226P	0	0	0	0	0
CPLX2	588	290	86	29	14
ENSG00000280068	1	0	6	1	1
ENSG00000250820	2	0	9	3	0
THOC3	25	26	47	29	24
THOC3-AS1	0	8	14	1	2
OR1X1P	0	0	1	0	0
ENSG00000250992	0	4	44	11	7
ENSG00000248469	0	0	6	4	2
FAM153B	22	9	164	31	26
ENSG00000251623	0	0	0	0	0
ENSG00000251458	0	0	0	0	0
ENSG00000283559	0	0	7	1	0
ENSG00000248596	4	0	0	0	0
ENSG00000287579	0	0	4	0	2
ENSG00000283235	9	12	31	4	4
ENSG00000270989	0	0	5	0	0
SIMC1	151	145	53	94	55
BRCC3P1	27	17	17	19	9
KIAA1191	469	466	193	267	228
ENSG00000250909	24	14	15	15	8
ENSG00000251414	0	0	17	7	7
ARL10	91	83	114	116	97
MIR1271	0	0	2	3	1
NOP16	37	42	31	28	29
HIGD2A	78	121	59	95	69
CLTB	375	624	229	417	325
ENSG00000280139	1	0	0	0	0
FAF2	432	571	192	315	245
RNF44	819	850	295	666	518
CDHR2	1468	1455	105	123	83
RN7SL684P	1	0	1	0	0
Y_RNA	4	1	4	0	0
GPRIN1	50	82	52	49	51
SNCB	0	0	17	2	10
MIR4281	0	0	4	0	0
EIF4E1B	1	0	46	17	4
TSPAN17	304	329	160	193	204
ENSG00000248484	0	0	10	7	4
ENSG00000251446	0	0	7	1	1
LINC01574	0	0	4	1	0
UNC5A	8	3	44	14	15
HK3	131	87	47	49	27
UIMC1	414	447	282	373	333
ZNF346	110	128	100	73	57
ZNF346-IT1	17	8	6	2	0
FGFR4	263	320	84	156	131
NSD1	1773	1965	581	1154	953
ENSG00000286634	11	3	8	4	7
ENSG00000240729	3	7	3	4	1
PRMT1P1	0	0	5	5	0
RAB24	49	51	41	64	32
MXD3	97	102	61	56	56
PRELID1	420	430	245	402	296
LMAN2	1009	975	538	700	622
ENSG00000239393	0	0	1	0	1
RGS14	166	196	101	72	70
SLC34A1	8	7	56	1	9
PFN3	0	0	3	4	0
F12	35	17	39	11	20
GRK6	155	209	123	134	114
PRR7-AS1	7	8	20	9	8
PRR7	17	29	19	16	11
DBN1	706	858	400	642	529
ENSG00000279821	54	44	34	56	51
PDLIM7	311	580	272	507	397
PDLIM7-AS1	0	2	3	5	2
DOK3	123	133	74	82	69
DDX41	316	334	173	337	237
FAM193B	982	1022	615	820	765
FAM193B-DT	1	0	20	0	0
TMED9	475	561	319	451	257
B4GALT7	145	123	90	80	71
ENSG00000247679	21	11	14	4	5
ENSG00000246596	166	135	43	37	31
ENSG00000249849	0	0	2	0	2
FAM153A	12	19	33	15	20
ENSG00000249109	0	0	4	1	1
ENSG00000248943	0	0	3	1	0
ENSG00000170089	21	17	45	15	17
OR1X5P	0	0	11	0	0
ENSG00000249186	0	0	8	7	0
ENSG00000250101	0	0	2	0	1
ENSG00000249684	13	14	38	18	4
ENSG00000280207	0	0	0	0	0
SUDS3P1	6	13	11	1	8
PROP1	0	1	12	7	2
FAM153CP	13	22	103	41	26
ENSG00000218227	0	0	0	0	0
N4BP3	152	95	160	139	165
RMND5B	263	348	146	170	120
NHP2	83	76	63	22	31
ENSG00000289726	2	0	23	4	3
ENSG00000251211	0	0	6	1	3
GMCL2	0	0	21	2	3
ENSG00000289390	0	1	13	0	1
HNRNPAB	249	305	126	211	165
PHYKPL	1047	1244	245	490	444
COL23A1	10	10	81	23	25
ENSG00000271681	0	0	17	2	0
ENSG00000253698	0	0	15	8	4
RN7SL646P	0	0	7	0	0
ENSG00000245688	0	6	11	2	4
CLK4	246	293	126	128	149
RN7SKP70	0	7	0	0	0
ENSG00000286713	0	0	5	0	2
MSANTD5	0	0	0	0	1
ENSG00000285978	0	0	0	2	0
ZNF354A	69	72	31	29	20
AACSP1	6	10	63	23	15
ENSG00000274813	0	0	0	3	1
ENSG00000253725	0	0	15	6	3
ENSG00000278441	0	0	2	0	0
ZNF354B	136	127	52	92	67
RNU1-39P	0	0	0	0	0
ZFP2	16	20	19	7	14
ENSG00000213328	0	0	5	10	0
PIGFP1	5	2	1	0	0
ZNF454-DT	0	0	1	0	0
ZNF454	11	17	19	6	7
ENSG00000254035	1	7	7	0	6
GRM6	0	6	48	18	15
ENSG00000254158	0	0	10	9	0
ZNF879	35	12	14	10	6
ZNF354C	41	61	49	48	34
ENSG00000253144	5	0	3	0	0
ADAMTS2	267	467	192	278	180
ENSG00000253979	0	0	1	0	0
ENSG00000253163	2	4	2	1	1
ENSG00000253617	0	0	0	0	0
ENSG00000250674	0	1	8	4	1
U4	0	0	1	1	0
ENSG00000253652	0	1	11	1	0
ENSG00000251545	0	3	23	1	1
ENSG00000253520	0	3	0	0	0
ENSG00000290043	1	8	4	2	2
RUFY1	462	508	211	262	206
PRDX2P3	16	20	9	12	6
RUFY1-AS1	17	4	23	6	2
HNRNPH1	2747	2748	1202	2783	2401
Metazoa_SRP	0	0	0	0	1
C5orf60	3	0	21	27	1
ENSG00000228259	0	0	10	5	0
ENSG00000250999	17	6	8	2	5
CBY3	6	0	8	0	6
CANX	3520	3922	2298	2826	2589
HMGB3P22	1	9	11	3	0
MAML1	865	941	455	789	551
LTC4S	11	8	19	3	5
MGAT4B	1479	1650	376	783	588
MIR1229	0	0	0	0	0
SQSTM1	2092	2155	1948	1904	1461
MRNIP	304	279	127	186	198
RN7SKP150	0	1	1	0	0
Y_RNA	2	0	0	0	0
MRNIP-DT	10	8	5	2	6
TBC1D9B	1465	1380	742	1259	996
RNF130	333	262	205	168	121
RPS15AP18	0	0	4	2	0
ENSG00000249876	0	0	4	0	0
ENSG00000249412	0	0	4	1	0
ENSG00000285865	1	1	12	10	4
MIR340	0	13	2	0	1
ENSG00000278965	13	3	18	9	13
ENSG00000253480	0	0	7	4	0
RASGEF1C	5	4	33	9	9
ENSG00000229721	0	1	6	1	2
MAPK9	274	272	154	169	138
ENSG00000253908	0	0	1	0	0
ENSG00000248367	12	9	6	5	16
GFPT2	67	53	116	177	189
ENSG00000250509	0	0	16	8	7
RNU6-525P	0	0	0	1	0
ENSG00000289839	44	12	18	33	42
CNOT6	556	623	169	294	250
ENSG00000250749	0	2	6	0	0
SCGB3A1	103	191	17	8	14
FLT4	288	349	179	254	218
ENSG00000251352	0	0	9	0	6
LINC02222	1	0	5	7	2
OR2AI1P	0	1	6	1	3
RNU1-17P	0	0	1	0	0
OR2Y1	0	0	2	2	1
MGAT1	1655	1709	1074	1089	754
ENSG00000280161	7	2	13	4	3
HEIH	88	90	100	63	55
LINC00847	99	42	102	70	42
ENSG00000286128	2	3	7	4	6
ZFP62	328	499	67	115	126
BTNL8	7	24	36	14	17
Y_RNA	0	0	0	0	0
RPS29P12	0	0	0	0	0
ENSG00000249287	1	0	11	2	0
ENSG00000248761	0	0	11	0	0
ARPP19P1	1	0	4	0	5
BTNL3	4	4	25	3	0
RNU6-1036P	0	0	0	0	0
BTNL9	2854	1215	124	354	222
MIR8089	0	0	3	0	0
ENSG00000241870	0	0	6	0	1
FOXO1B	0	0	5	4	1
ENSG00000248560	0	0	12	0	0
OR2V1	0	0	20	8	2
OR2V2	1	2	30	6	4
LINC01962	19	11	47	14	6
TRIM7-AS2	0	0	3	2	4
TRIM7	89	113	92	80	95
TRIM7-AS1	7	9	22	9	0
ENSG00000248514	9	6	13	13	12
ENSG00000286644	6	1	16	5	7
TRIM41	673	652	278	331	308
MIR4638	0	4	0	0	0
ENSG00000247049	20	9	3	3	9
RACK1	1694	1936	1640	2023	1664
SNORD96A	0	0	0	0	0
SNORD95	0	0	0	0	0
CTC-338M12.4	74	60	23	53	15
TRIM52	206	201	145	165	124
TRIM52-AS1	7	9	15	7	3
ENSG00000286310	0	2	0	0	0
ENSG00000248103	11	23	33	45	30
ENSG00000274525	5	3	4	10	4
RNU6-705P	0	0	0	0	0
ENSG00000238035	5	7	5	6	7
CICP15	0	0	0	0	0
SEPTIN14P5	0	0	0	0	0
OR4F3	0	0	0	0	0
WBP1LP4	0	0	0	0	0
RPL23AP45	0	0	0	0	0
WBP1LP12	0	0	0	0	0
OR4F1P	0	0	0	0	0
SEPTIN14P6	0	0	21	5	3
ENSG00000218577	0	0	3	1	0
ENSG00000263667	6	4	26	8	9
ENSG00000285578	3	8	8	4	1
ENSG00000205653	0	2	43	10	17
ENSG00000287265	14	19	69	23	35
DUSP22	421	424	241	341	266
IRF4	65	83	58	89	33
ENSG00000286364	0	0	20	1	1
EXOC2	217	275	110	164	127
ENSG00000230433	0	0	8	2	4
HUS1B	10	9	6	7	4
ENSG00000219712	3	13	16	4	6
ENSG00000271727	0	2	22	7	0
ENSG00000272463	5	0	10	5	1
ENSG00000287293	0	0	10	0	0
ENSG00000271911	6	6	10	3	0
ENSG00000272485	0	0	5	0	6
ENSG00000276687	0	0	14	4	4
LINC01622	12	7	37	20	12
ENSG00000270937	0	0	17	0	3
ENSG00000176515	3	4	15	5	3
ENSG00000286324	0	1	5	1	1
ENSG00000289842	4	10	10	3	0
FOXQ1	401	440	1035	1821	1524
LINC01394	1	1	1	2	3
FOXF2-DT	2	0	8	3	5
FOXF2	63	44	31	27	14
MIR6720	0	0	0	0	0
RN7SL352P	0	0	0	0	0
ENSG00000218027	4	3	6	7	7
ENSG00000272279	7	5	6	6	6
FOXCUT	5	9	10	5	4
FOXC1	264	305	174	395	322
GMDS	633	665	205	470	328
ENSG00000285603	0	0	4	0	0
GMDS-DT	411	430	227	225	197
HMGN2P28	15	16	0	4	1
ENSG00000286512	0	0	5	2	6
ENSG00000272465	29	26	1	3	0
ENSG00000287903	0	0	4	0	2
ENSG00000280423	0	0	8	1	1
LINC02521	14	1	27	9	2
LINC01600	8	15	25	31	5
MYLK4	18	30	76	11	17
WRNIP1	285	296	170	321	228
SERPINB1	357	468	303	521	439
SERPINB9P1	30	24	53	37	44
MIR4645	1	1	1	2	0
SERPINB9	164	121	209	539	402
ENSG00000232999	0	0	6	2	0
ENSG00000228365	0	2	0	2	1
SERPINB6	1274	1049	462	1015	850
LINC01011	25	37	12	16	11
NQO2	173	143	127	235	158
NQO2-AS1	0	1	13	3	2
HTATSF1P2	32	17	20	27	22
ENSG00000288612	26	23	21	34	30
ENSG00000274855	0	0	0	0	0
FAM136BP	0	2	2	0	1
SERPINB8P1	0	2	0	0	0
ENSG00000229282	0	0	8	3	0
RIPK1	534	627	210	336	329
ENSG00000272277	1	1	3	0	0
RNA5SP201	2	0	3	7	0
BPHL	81	98	54	55	29
ENSG00000228170	4	5	5	6	2
TUBB2A	19	23	44	12	11
TUBB2BP1	2	0	20	4	2
LINC02525	0	1	29	10	2
TUBB2B	1	1	30	2	7
ENSG00000288840	1	0	5	0	1
PSMG4	167	199	108	101	108
SLC22A23	505	567	233	356	271
ENSG00000272320	1	0	12	0	3
ENSG00000228793	22	22	79	19	18
ENSG00000270477	0	0	2	0	0
PXDC1	272	267	80	78	103
ENSG00000270504	69	21	17	11	5
ENSG00000219992	1	1	8	7	1
ENSG00000238158	0	0	7	4	1
ENSG00000233068	0	0	5	2	6
FAM50B	31	49	16	8	8
ENSG00000260604	62	67	83	21	14
ENSG00000218472	0	0	1	0	0
ENSG00000217135	0	0	6	0	0
TDGF1P4	0	0	6	0	0
GLRX3P2	0	1	5	7	0
ENSG00000279926	1	0	6	0	0
ENSG00000288904	6	14	14	13	6
ENSG00000272248	1	1	3	0	0
ENSG00000230648	0	1	2	2	2
PRPF4B	1696	1681	627	1472	1163
FAM217A	0	2	19	2	6
C6orf201	7	4	18	5	10
ECI2	182	100	86	99	86
ENSG00000254821	0	4	4	0	2
ECI2-DT	1	16	18	20	5
ENSG00000237716	0	0	15	0	4
ENSG00000216307	0	2	1	1	0
ENSG00000285424	6	1	39	12	5
ENSG00000231811	7	0	15	2	7
ENSG00000287761	0	2	9	1	3
RNA5SP202	148	108	119	126	127
ENSG00000285694	3	1	14	2	2
LINC02533	7	0	22	3	4
ENSG00000270695	0	0	2	0	0
ENSG00000260673	0	0	7	1	0
KU-MEL-3	0	2	27	2	1
PSMC1P11	0	1	7	1	2
CDYL	403	351	182	234	218
ENSG00000284823	5	0	9	4	0
CDYL-AS1	1	0	3	0	0
ENSG00000217030	0	3	2	0	1
RPP40	17	21	19	13	9
LYRM4-AS1	31	24	30	21	37
ENSG00000271978	5	1	27	14	15
ENSG00000220685	1	0	2	0	0
ENSG00000288548	0	5	11	3	4
PPP1R3G	36	35	61	101	104
LYRM4	32	51	64	54	51
MIR3691	0	0	2	0	0
FARS2	178	117	70	54	57
ENSG00000220446	0	0	4	0	0
FARS2-AS1	9	1	16	3	1
HNRNPA1P37	1	2	13	3	3
ENSG00000270174	0	3	14	3	2
ENSG00000217239	1	0	3	0	0
ENSG00000216360	0	1	8	2	5
ENSG00000233064	1	0	7	0	3
RN7SL221P	0	0	5	0	0
PKMP5	0	0	4	1	2
NRN1	16	33	40	11	16
F13A1	229	395	67	62	68
MIR7853	0	0	2	0	0
MIR5683	0	0	0	0	0
LY86-AS1	25	15	105	27	32
SNAPC5P1	0	0	0	0	0
ENSG00000285717	5	1	9	5	4
CNN3P1	0	0	3	0	0
LY86	5	13	15	5	6
ENSG00000261211	36	51	50	31	27
ENSG00000279368	5	1	32	3	0
ENSG00000226281	52	30	71	56	75
ENSG00000287497	1	0	7	1	2
ENSG00000288046	13	11	32	8	5
ENSG00000224532	0	0	3	0	1
BTF3P7	9	2	3	3	3
ENSG00000288860	0	3	7	5	4
ENSG00000223342	5	0	7	7	0
RN7SL554P	0	0	6	0	0
ENSG00000203498	1	0	11	1	0
RREB1	4243	4051	2504	5433	4459
ENSG00000225092	38	37	43	134	91
Y_RNA	0	0	0	0	0
ENSG00000287002	5	8	3	10	38
ENSG00000285771	0	0	1	4	2
SSR1	761	823	524	684	514
ENSG00000238221	0	0	1	4	3
CAGE1	7	0	54	14	6
ENSG00000219375	0	0	2	2	0
ENSG00000220472	0	2	7	2	0
ENSG00000230570	0	1	7	2	5
RIOK1	111	173	121	236	191
HNRNPLP1	8	1	8	0	1
ENSG00000219993	1	0	0	0	0
ENSG00000234115	0	0	12	0	0
DSP-AS1	0	6	8	9	4
DSP	3691	5126	5138	12013	9767
SNRNP48	154	186	96	198	134
ENSG00000236512	0	0	3	3	0
BMP6	57	61	86	118	69
TXNDC5	160	194	146	231	219
BLOC1S5-TXNDC5	0	0	0	0	0
ENSG00000217746	0	0	6	6	4
PIP5K1P1	4	1	13	1	1
BLOC1S5	72	64	37	23	33
EEF1E1-BLOC1S5	0	0	0	0	0
EEF1E1	14	25	8	20	11
ENSG00000232234	26	10	29	23	5
ENSG00000285216	0	0	0	0	0
ENSG00000234763	1	0	14	4	4
SLC35B3	58	131	39	43	27
HULC	51	39	323	114	69
ENSG00000276019	0	0	0	0	0
ENSG00000225775	1	0	4	6	9
OFCC1	9	7	38	23	11
RPL7AP36	0	0	10	3	2
ENSG00000229765	0	0	3	1	0
RNU6ATAC21P	0	0	1	0	0
ENSG00000216781	0	0	4	0	0
TFAP2A	470	532	148	307	257
TFAP2A-AS2	0	24	16	11	17
TFAP2A-AS1	6	3	13	7	4
ENSG00000228478	3	0	6	1	1
ENSG00000285759	0	0	7	2	1
LINC00518	0	0	18	2	0
MIR5689HG	1	2	13	3	2
MIR5689	0	0	0	0	0
MRPL48P1	0	0	4	3	1
LINC02522	0	5	7	1	1
GCNT2	619	580	121	185	163
ENSG00000237685	2	0	11	1	4
ENSG00000216359	0	1	5	0	2
ENSG00000217181	0	0	4	0	0
GCNT2P1	0	1	8	0	5
ENSG00000285763	13	10	29	6	9
C6orf52	14	0	10	2	2
Y_RNA	0	0	0	0	0
PAK1IP1	29	24	16	45	19
TMEM14C	135	142	106	104	93
TMEM14B-DT	8	5	10	1	3
TMEM14B	78	99	63	54	57
ENSG00000272162	0	0	0	0	0
RNA5SP203	0	0	5	1	2
MAK	52	28	15	11	10
GCM2	3	0	17	1	6
ENSG00000235051	3	2	5	0	1
SYCP2L	38	67	88	221	162
ELOVL2	6	3	17	5	9
ENSG00000274541	0	0	2	0	2
ELOVL2-AS1	0	1	19	1	7
SMIM13	187	157	60	81	107
ERVFRD-1	7	0	27	9	8
ENSG00000271245	3	2	5	1	1
ENSG00000247925	1	0	4	1	0
NEDD9	714	432	227	191	127
ENSG00000287920	85	23	19	12	1
ENSG00000290062	5	1	13	4	12
ENSG00000242753	5	4	17	2	2
ENSG00000233656	0	0	7	1	4
RNU1-64P	0	0	1	0	0
THAP12P5	1	3	3	3	1
TMEM170B	170	100	42	50	38
ENSG00000271897	1	0	0	10	0
Metazoa_SRP	0	0	2	0	0
ENSG00000207419	0	0	0	0	0
ADTRP	153	28	46	15	33
ENSG00000287593	9	9	38	3	2
ENSG00000234427	0	3	8	3	3
AMD1P4	0	0	2	0	1
ENSG00000225102	0	4	4	2	2
ENSG00000229896	0	2	4	1	1
HIVEP1	553	659	356	829	525
EDN1	165	162	33	89	69
SUMO2P12	0	0	0	0	0
RN7SKP293	0	1	5	2	0
RPL15P3	12	13	30	23	21
LINC02530	1	0	13	8	1
PHACTR1	467	179	403	193	150
RNU1-11P	1	3	7	4	1
ENSG00000215022	11	13	25	10	9
TBC1D7	65	65	102	56	61
ENSG00000272379	1	6	11	11	6
ENSG00000289257	0	0	8	1	9
GFOD1	236	290	145	156	150
GFOD1-AS1	0	0	1	6	2
RPS4XP7	5	2	8	2	3
RN7SKP204	0	0	3	0	2
SIRT5	251	200	72	78	49
ENSG00000261071	13	4	8	11	0
NOL7	102	134	98	122	102
RANBP9	221	245	123	164	126
ENSG00000286316	0	6	0	0	0
MCUR1	133	126	105	96	95
ENSG00000272209	0	0	1	3	0
RNF182	7	10	37	11	18
MRPL35P1	0	1	3	4	0
ENSG00000233981	0	0	2	0	1
CD83	127	37	125	64	62
ENSG00000285639	7	4	19	9	9
RNU7-133P	0	0	0	1	0
ENSG00000286281	4	0	40	18	8
ENSG00000230631	0	0	4	2	0
LINC01108	0	10	34	11	18
ENSG00000237346	5	0	17	3	2
ENSG00000234540	0	0	3	0	1
ENSG00000286277	7	2	5	3	9
ENSG00000229646	0	0	4	7	0
ENSG00000289958	0	0	7	1	0
RNU6-793P	0	0	2	0	0
ENSG00000234261	9	9	82	13	13
RPL6P17	0	0	9	6	2
RN7SL332P	2	0	0	2	0
JARID2-DT	0	0	6	2	5
JARID2	509	456	395	587	492
JARID2-AS1	0	0	1	1	0
RNU6-522P	0	5	5	4	8
RNU6-645P	0	0	0	0	2
5S_rRNA	0	6	6	1	0
DTNBP1	65	53	38	39	33
ENSG00000287626	6	0	12	6	2
ENSG00000289953	0	0	10	3	1
ARPC3P5	0	0	7	2	1
LINC02543	0	0	14	3	4
ENSG00000274212	0	0	2	2	0
MDH1P2	0	0	5	2	0
MYLIP	154	146	71	101	59
MIR4639	0	0	2	0	0
ENSG00000218073	0	4	8	5	6
ENSG00000217078	0	0	0	2	0
MRPL42P2	0	0	3	1	1
RNU6-1114P	0	0	0	0	0
Y_RNA	0	0	2	0	8
GMPR	37	35	25	8	21
ENSG00000282024	10	2	22	35	3
ATXN1	904	758	439	381	309
ENSG00000288708	0	0	0	0	0
ATXN1-AS1	19	8	41	18	14
ENSG00000289863	0	0	0	1	1
ENSG00000272341	0	11	4	8	10
ENSG00000287347	0	0	11	0	0
ENSG00000286631	0	0	4	12	5
ENSG00000287359	0	0	11	0	6
STMND1	38	14	65	14	3
ENSG00000287559	0	0	11	4	6
ENSG00000288812	0	1	10	2	0
RBM24	14	21	44	28	12
ENSG00000219314	0	0	7	2	0
CAP2	75	99	48	27	23
RPL7P26	0	0	5	0	2
SUMO2P13	0	0	5	6	0
ENSG00000286885	3	0	12	7	9
FAM8A1	389	300	83	169	79
NUP153	704	645	368	562	471
RNU6-190P	0	0	4	0	0
NUP153-AS1	3	9	6	7	6
RNA5SP204	0	0	0	0	1
Y_RNA	0	0	0	1	0
KIF13A	803	536	253	332	294
ENSG00000220920	0	0	0	0	0
NHLRC1	0	0	18	3	1
TPMT	55	49	23	24	23
KDM1B	234	212	166	172	170
DEK	494	459	218	354	277
Y_RNA	0	0	5	0	1
ENSG00000289097	0	3	5	1	1
ENSG00000278102	0	0	0	0	0
RNU6-263P	0	0	0	0	1
DDX18P3	3	0	4	2	1
IMPDH1P9	0	1	12	5	0
RNF144B	360	280	144	188	160
MIR548A1HG	3	6	30	4	3
MIR548A1	0	0	0	0	0
ENSG00000217379	0	0	0	0	0
ENSG00000231662	0	0	9	0	1
LNC-LBCS	34	29	105	35	27
RPL5P20	0	0	0	1	0
RNA5SP205	0	0	0	0	0
KRT18P38	1	0	7	10	0
UQCRFS1P3	1	1	0	0	0
RNU6-801P	0	0	0	0	0
ID4	43	72	28	38	22
ENSG00000287138	9	0	7	0	0
ENSG00000229700	1	0	2	0	1
MBOAT1	189	186	76	97	87
ENSG00000227803	1	2	8	2	0
ENSG00000287614	2	1	9	5	7
ENSG00000286590	0	3	27	5	4
ENSG00000287483	7	0	43	20	7
ENSG00000289981	0	0	11	1	3
E2F3	282	310	142	169	142
RN7SL128P	28	12	13	28	11
E2F3-IT1	14	5	6	6	9
RNU6-141P	0	0	1	0	1
Y_RNA	0	0	1	0	0
CDKAL1	213	256	112	225	216
ENSG00000225832	0	0	6	0	0
ENSG00000233848	0	0	4	1	3
RNU6-150P	0	0	0	0	0
ENSG00000287404	0	1	4	2	0
ENSG00000227089	0	0	8	4	0
ENSG00000286368	0	0	4	6	0
LINC00581	3	1	9	5	3
ENSG00000231754	1	2	15	2	2
ENSG00000283480	4	0	8	1	2
SOX4	904	827	555	1028	742
BOLA2P3	2	1	1	3	0
CASC15	139	135	259	134	125
ENSG00000280443	4	1	2	1	5
RN7SKP240	0	0	4	0	0
NBAT1	0	1	18	3	2
ENSG00000219404	0	0	9	1	1
PRL	1	4	21	4	1
HDGFL1	1	0	12	1	6
ENSG00000228772	0	0	10	0	1
ENSG00000286954	2	0	18	4	5
ENSG00000233358	2	2	2	12	4
RPL6P18	0	0	1	1	2
RNU6-1060P	0	0	0	0	0
ENSG00000235743	0	2	15	3	0
ENSG00000289368	0	2	9	10	1
ENSG00000219453	0	0	0	0	0
ENSG00000278128	13	2	52	14	6
SPTLC1P2	0	0	2	1	0
ENSG00000220748	3	3	21	0	1
HNRNPA1P58	0	2	1	3	0
NRSN1	1	10	29	4	10
ENSG00000251830	0	0	1	2	1
DCDC2	101	66	50	40	23
KAAG1	0	3	5	6	4
RNU6-391P	0	0	0	0	0
MRS2	185	147	59	103	83
GPLD1	15	23	73	33	21
ALDH5A1	113	138	63	79	87
KIAA0319	451	316	88	82	42
KRT8P43	0	0	6	2	0
TDP2	542	408	149	167	133
ACOT13	102	79	34	41	30
ENSG00000272345	1	3	4	5	5
C6orf62	929	966	263	372	336
ENSG00000272402	0	0	6	4	0
ENSG00000288851	2	0	8	5	6
LINC02828	0	0	8	3	1
ENSG00000218806	1	0	2	0	0
GMNN	23	46	11	54	35
ARMH2	1	0	1	0	0
ENSG00000282804	0	0	0	0	0
RIPOR2	282	191	414	242	264
ENSG00000288887	0	1	29	4	11
MTCO2P33	0	0	3	8	0
PPIAP29	6	4	9	1	3
ENSG00000286633	0	1	10	3	8
ASS1P1	1	2	6	1	0
RN7SL334P	0	0	2	0	0
ENSG00000229313	0	1	15	0	0
ENSG00000223623	0	2	4	0	0
CMAHP	150	229	160	116	62
ENSG00000285801	1	0	8	1	1
ENSG00000219682	8	4	8	14	5
ENSG00000262400	0	0	2	0	0
ENSG00000217805	0	0	2	2	0
ENSG00000219681	0	0	2	1	1
KATNBL1P5	0	0	1	0	0
ENSG00000216718	0	0	0	0	1
ENSG00000213972	0	3	9	4	7
CARMIL1	475	480	146	233	220
Y_RNA	0	0	1	0	0
RNU6-987P	0	1	0	0	0
ENSG00000286933	1	0	17	4	6
SCGN	0	1	14	4	3
PRELID1P2	1	4	4	1	1
H2AC1	0	0	4	2	0
H2BC1	0	2	6	1	2
H2BC2P	0	0	1	0	0
